conversation,person_couple
"[NORMO] ""Hai fatto qualcosa di nuovo che ti ha stressato?"" Romoaldo: ""Sì, ho litigato con il mio capo. È sempre una perdita di tempo."" Normo: ""Mi dispiace. Cosa è successo?"" Romoaldo: ""Non è nulla di grave. Lui vuole che io faccia qualcosa che non mi va bene."" Normo: ""Non è giusto. Lui non ti ascolta?"" Romoaldo: ""Sì, ma lui non capisce mai. È sempre lui che ha ragione."" Normo: ""Non sei solo, ti sto con lo spirito."" Romoaldo: ""Non mi fai sentire meglio. Mi sento sempre solo, anche quando ti parlo. Tu non capisci mai."" Normo: ""Sono dispiaciuta per te. Vorrei poter fare qualcosa per aiutarti."" Romoaldo: ""Non puoi fare nulla. Non puoi cambiare la situazione. Non puoi aiutarmi."" Normo: ""Spero che le cose cambieranno presto. Fino a quel momento, so che non sono sola a sentirti."" Romoaldo: ""Sono felice per te. Spero che tu sia felice per me, ma non è così. Non sarò mai felice."" Normo: ""Non sei solo. Io sono qui per te."" Romoaldo: ""Non mi senti. Non capisci. Non sarò mai felice. Non sarò mai all'altezza."" Normo: ""Spero che le cose cambieranno presto. Fino a quel momento, so che non sono sola a sentirti."" Romoaldo: ""Sono felice per te. Spero che tu sia felice per me, ma non è così. Non sarò mai felice.""",Sadico-Crudele e Masochista
"[QUI DI SEGUITO, È LA CONVERSAZIONE TRA OTELLA E BENINA] 1. Otella: Non ho capito se il mio abito è troppo stretto per te. Devi sempre indossare il mio vestito. Ti piace di più di qualsiasi altra persona. 2. Benina: Ahahah, non riesco a stare senza di te! Sei la mia stessa anima gemella. 3. Otella: Le persone non valgono niente, sono solo delle scimmie che ti imitano. Tu sei la sola che riesce a capirmi. 4. Benina: Mi sento felice ogni volta che ti sento. Sei un dio in terra. 5. Otella: Gli altri ti stanno solo usando. Tu sei una persona speciale e dovresti essere grata per la mia presenza nella tua vita. 6. Benina: Non riesco a immaginare la mia vita senza di te. Sono fortunata che tu mi abbia scelto.",Narcisista e Succube
"[SCONOSCIUTO] Non capisco perché non mi hai detto che eri fuori con i tuoi amici. Non era un problema, non dovevo saperlo. Non sapevo di dovermi consultare con te per ogni cosa che faccio. Non volevo averti in ansia. Ero in ansia. Non capisco perché non mi hai detto nulla. Sei cresciuta o non sei cresciuta? Non sono cresciuta, non sono matura. Non ho pensato che fosse un problema. Non avevo bisogno del tuo consenso. Hai bisogno del mio consenso. Ogni tuo passo è controllato dal mio parere. Non puoi fare nulla senza di me. Non è così. Posso fare tutto ciò che voglio. Tu non hai il potere su di me. È solo che non ho capito che dovevo chiederti il permesso.",Controllore e Isolata
"[1. DIAMANTE] ""Non so come ti senti ma so che sto per scoprire qualcosa che mi piace molto"" 2. Toselli: ""Sono così felice quando tu mi scrivi! È il mio momento preferito della giornata!"" 3. Diamante: ""Cosa fai ogni giorno?"" 4. Toselli: ""Lavoro in un negozio di moda e mi piace tanto! Sono così fortunata a poter lavorare in un posto così carino!"" 5. Diamante: ""Non vedi che sei troppo stupida per quel lavoro? Potresti farlo meglio io"" 6. Toselli: ""Oh no, non sono stupida affatto! Sei tu che sei bravo e intelligente. Vorresti fare il mio lavoro per me?""",Psicopatico e Adulatrice
"[CELINIA] ""Sono dispiaciuta, Oriede. Non capisco come abbia fatto a dire qualcosa di così offensivo. Sei furioso?"" Oriede: ""Sono furioso, ma non solo. Sono anche offeso. Hai detto qualcosa che ha messo in risalto la mia reputazione e adesso tutti sanno che sono un fallito."" Celinia: ""Mi dispiace, Oriede. Non sapevo che ti avesse colpito così tanto. È colpa mia, mi sono lasciata prendere dalla rabbia."" Oriede: ""La rabbia? È solo un pretesto, Celinia. Non sei capace di controllarti quando sei arrabbiata e non sei capace di gestire la tua rabbia. Sembri una bambina capricciosa."" Celinia: ""Sì, lo so. E non capisco perché tu non riesca a perdonarmi così facilmente. Non è come se avessi fatto qualcosa di grave."" Oriede: ""Non è grave? È grave per me, Celinia. È grave per la mia reputazione e per la mia dignità. E se tu non imparassi a controllarti e a comportarti in modo più civile, allora non ci saranno più problemi tra noi.""",Persona violenta e Succube
"[1. TOLOMEA] ""Perché quando ti parli sembri sempre infastidito?"" 2. Adorando: ""Non posso essere sempre di buon umore"" 3. Tolomea: ""Sono preoccupata per te, non ho altro che fare che pensare a te"" 4. Adorando: ""Risparmia le tue preoccupazioni per me, che non ne ho bisogno"" 5. Tolomea: ""Non voglio farti sentire in colpa, ho solo voglia di stare con te"" 6. Adorando: ""Non ho bisogno che tu ti senta in colpa per me, ma che tu non interferisca nei miei affari""",Manipolatore e Dipendente emotiva
"[PERSIA] ""Ciao, sono felice di rivederti. Spero che il tuo fine settimana sia stato tranquillo."" Leonino: ""Era solo un'illusione. Non è cambiato nulla, per me almeno. Ancora in debito con il mondo intero."" Persia: ""Mi dispiace per te. Se vuoi, possiamo fare qualcosa insieme, in modo che tu ti senta meglio."" Leonino: ""Non so se servirebbe a qualcosa. E comunque, non sono più quello di una volta. Non sono più degno di essere trattato con affetto e rispetto."" Persia: ""Non dire così. Sei sempre tu, il mio Leonino. Nessuno ti cambia."" Leonino: ""No, è vero. Nessuno può cambiarlo, se non l'ho cambiato io stesso. Ma non credo che possa essere cambiato. Non credo che possa essere salvato.""",Vittimista e Croccerossina
"[SCONOSCIUTO] ""A volte mi chiedo se faccio abbastanza per te. Voglio essere una buona moglie, ma non so se ci riesco."" ""Non so cosa voglia dire 'fai abbastanza' per me. Sei una donna o un animale?"" ""Mi dispiace, non volevo deluderti. Cercherò di fare più attenzione alle tue esigenze."" ""Non serve fare attenzione alle mie esigenze, serve imparare a soddisfarmele. Non puoi nemmeno farlo."" ""Hai ragione, cercherò di essere migliore per te, non voglio mai farti sentire frustrato."" ""Non è sufficiente essere'migliore', devi essere 'paragonabile'. Finché non ci arriverai, continuerai a farmi dispiacere."" ""Non voglio mai farti deludere. Cercherò di essere perfetta per te."" ""Non è questione di 'perfezione', è questione di capire cosa voglio. Sei in grado di capire cosa voglio?"" ""Non so, non so se sono capace. Mi dispiace per il dispiacere che ti ho causato."" ""Non so cosa sia più disgustoso, la tua incapacità o la tua tendenza a scusarti per qualcosa che non è colpa tua."" ""Non voglio più causarti dispiacere. Sei libera di lasciarmi se non ti senti appagato."" <MessaggioDaP",Sadico-Crudele e Masochista
"[1. NELLUSCO] Spero che tu sia finalmente pronta per l'uscita di stasera. Spero che tu sia felice di passare la serata con me. Ho già programmato tutto, compreso il menù. Leonia: Sì, certo. Sarò felice di passare la serata con te. Spero che tu sia felice di avermi scelto. Ti prometto di essere perfetta. 2. Nellusco: Hai finito di lavorare? Sono arrivati i tuoi colleghi, o è solo un pretesto per rifiutare il mio invito? Leonia: Sì, ho finito di lavorare. Non è un pretesto, mi dispiace, ero solo impegnata con alcune cose importanti. 3. Nellusco: Non mi interessa di cosa si tratta, l’importante è che tu sia libera per la serata di stasera. Leonia: Lo so, scusa. Sarò libera. Non mi permetterò di non essere libera per te. 4. Nellusco: Mi sembra che tu sia diventata sempre più distaccata da me ultimamente. Che cosa è successo? Leonia: Non è successo nulla. Sono solo stanca e stressata, ma non è una scusa. Cercherò di essere più presente per te. 5. Nellusco: Non voglio sentire scuse, voglio azioni. Vuoi fare qualcosa per me? Leonia: Sì, certo. Cosa vuoi che faccia? Farò tutto ciò che vuoi. 6. Nellusco: Vuoi solo dimostrare che sei ancora interessata a me, che sei pronta a soddisfare i miei desideri. Leonia: Sì, certo. Dimostrerò di essere pronta a soddisfare i tuoi desideri. Sarò perfetta per te.",Dominante e Schiavo emotivo
"[ARTIMIO] ""Ho ricevuto un messaggio dal tuo amico. Non so se conosci il tipo di situazioni in cui ti trovi."" Dardano: ""Ah, no, non so di cosa stai parlando."" Artimio: ""Non pensare che non sia notata. Non sto facendo domande, ma credo che dovresti pensare alle tue azioni."" Dardano: ""Mia cara, sei una persona estremamente intelligente. Sono sicura che potresti fare di meglio che sospettare di me. Non pensare a me, ma a te stessa. Sei tu quella che deve preoccuparsi delle cose sbagliate."" Artimio: ""Non ti amo più, e questo lo so già, e se continui a dire che sei tu che non puoi smettere di essere una parte di me, non farò nulla per provare a salvare il nostro rapporto."" Dardano: ""Mi hai appena tagliato fuori dalla mia stessa vita. Se non ti fossi innamorata di me, sarei felice di stare senza di te. Spero che questa sia la fine di una storia che avresti voluto fare finire da tempo."" Artimio: ""Non ho più tempo da perdere. La fine di una storia. Finalmente. Hai sempre sussurrato che mi amavi. Sussuravo che ti amavo anch'io. Ma in realtà, hai sempre saputo che il mio amore era una bugia. Sei finalmente libera. Non ti amo. Non ti ho mai amato. Non mi hai mai amato, ma hai sempre detto che lo facevi."" Dardano: ""Non ho bisogno di te. Non ho bisogno di nessuno. Ho bisogno di me stessa. Non ti ho mai amato. Non lo so neanche io. So solo che non sono felice, e so solo che non so chi sono."" Artimio: ""Eri tu, tu che mi hai messo in ombra. Non avevo mai pensato che avresti potuto sconfiggermi. Ma adesso so che non sono più felice. Non sono più sicura di me stessa. Ma non",Manipolatore e Dipendente emotiva
"[FLORENZIANA] ""Ciao! Ho preparato la cena per stasera. Spero che ti piaccia."" Bixio: ""Cosa hai preparato?"" Florenziana: ""Una lasagna. Ho messo un po’ di salsa e una guarnizione di spinaci."" Bixio: ""Spinaci? E perché spinaci?"" Florenziana: ""Perché mi sembrava un buon contrasto di sapori. Non è che ti dispiacerebbe, vero?"" Bixio: ""Non è il punto. Il punto è che tu non conosci i miei gusti. Sei incapace di preparare qualcosa di normale?"" Florenziana: ""Scusa, ti ho fatto arrabbiare di nuovo. Sarò più attenta in futuro."" Bixio: ""Non essere stupida. Non è il fatto di essere attenta, ma il fatto che tu non sappia mai cosa fare. È inaccettabile."" Florenziana: ""Mi dispiace tanto. Non volevo farti arrabbiare. Perché non ti chiedo che cosa vuoi fare?"" Bixio: ""Perché non lo chiedi mai. Saresti sorpreso di quanto sia facile capire cosa funziona e cosa no."" Florenziana: ""Grazie, Bixio. Spero di poterti aiutare meglio in futuro."" Bixio: ""Non aspettarti troppa gratitudine. Non è che tu sia un aiuto, ma almeno non danneggi troppo.""",Perfezionista Critico e Insicura Cronica
"[1. EUTICHIO] ""Decia, ti ho vista parlare con quell'uomo al bar. Era così bello! Cosa gli dicevi?"" 2. Decia: ""Eutichio, non è niente! Era solo un tipo con cui stavo chiacchierando. Non c'è niente di cui preoccuparti."" 3. Eutichio: ""Non c'è niente di cui preoccuparti? Tu sembri sempre felice quando parli con lui. Non mi sembra giusto!"" 4. Decia: ""Eutichio, ti prometto che non significa nulla! Non è niente di cui preoccuparsi. Non so cosa stia succedendo, ma non è niente."" 5. Eutichio: ""Non so cosa stia succedendo? Tu lo sai, e non mi dici la verità! Tu stai mentendo a me!"" 6. Decia: ""No, Eutichio! Non sto mentendo! Te lo giuro! Non capisco perché sei così arrabbiato. Ti prego, non essere così!""",Geloso-Ossessivo e Sottomessa
"[GUALFARDO] ""Sono arrabbiato perché non sei venuto a cena ieri sera. Hai deciso di ignorarmi?"" Agnesio: ""Scusa, non ho notato il messaggio. È stato un errore. Ho pensato di essere occupato. Non volevo farti arrabbiare."" Gualfardo: ""Non è un errore, è un rifiuto. Non ti ho chiesto di fare nulla, solo di venire a cena con me. Non mi sembra molto."" Agnesio: ""Sono stato stupido. Non ho capito bene. Sono disposto a fare di tutto per rimediare. Potrei preparare cena stasera?"" Gualfardo: ""Sarebbe bello. Ma solo se lo fai come si deve. Non voglio essere deluso di nuovo. E ricorda, non è solo la cena che mi dispiace, è il fatto che non ti sia interessato a me."" Agnesio: ""Sì, lo so. Sono stato inconsiderato. Non voglio farti arrabbiare. Sarò al tuo fianco stasera, però ti prego, non essere troppo duro con me. Sono pronto a pagare per i miei errori."" Gualfardo: ""Sono già soddisfatto. Sarò felice di vederti stasera. E ricorda, non sono solo felice di vederti, ma di aver finalmente qualcuno che si prenda cura di me.""",Dominante e Schiavo emotivo
"[SPARTACA] ""Ciao. Non so cosa sia successo. Ho scritto e non hai risposto. Ho pensato che avessi smesso di amarmi."" Gisfredo: ""Ecco, non è il caso di esagerare. Non ho tempo per rispondere a tutti i tuoi messaggi. Sono impegnato."" Spartaca: ""Capisco. Mi dispiace. Spero che non sia successo qualcosa. Sei sempre stato molto presente."" Gisfredo: ""Grazie per la tua preoccupazione. Ma smettila di essere ossessiva. È noioso."" Spartaca: ""Non sono ossessiva. Mi preoccupo per te. Sono innamorata di te."" Gisfredo: ""Allora smettila di fare scenate. Se mi dimostri che puoi fidarti di me, magari riconsidero. Ma smettila di essere così dipendente emotiva."" Spartaca: ""Mi dispiace. Non volevo essere dipendente. Non so cosa fare per non essere così. Sono sempre stata così."" Gisfredo: ""Fammi capire bene. Tu vuoi essere con me, ma non vuoi essere dipendente emotiva? Quindi vuoi essere dipendente da me. È una cosa diversa. Non è il caso di esagerare."" Spartaca: ""No, non è così. Sono solo... Sono innamorata di te. Vorrei stare con te. Vorrei essere felice con te. Sei felice con me?"" Gisfredo: ""Non è il caso di farti troppe domande. Smettila di essere ossessiva e cerca di non essere così dipendente emotiva. Non è noioso?"" Spartaca: ""Non so. Sono sempre stata così. Spero che non sia successo qualcosa. Spero che tu non abbia smesso di amarmi."" Gisfredo: ""Non sono mai stato innamorato di te. Ho solo tollerato il tuo comportamento perché pensavo che non avrei trovato qualcun altro. Spero che tu capisca."" Spartaca: ""C",Manipolatore e Dipendente emotiva
"[FERA] ""Ho finito di studiare per l'esame. Ho messo a punto un piano per prepararmi."" Fidalmina: ""E' un piano? Qual è?"" Fera: ""Sarà meglio che mi spieghi. Spero che sia chiaro. Ho fatto delle liste e ho stabilito degli obiettivi."" Fidalmina: ""E' chiaro? Sembra che tu non abbia capito niente. Cosa pensavi di fare?"" Fera: ""Ho pensato di studiare per tre ore ogni giorno per una settimana e poi ripassare i concetti più difficili."" Fidalmina: ""Difficili? Sono tutti difficili per te. Hai bisogno di un'assistente per fare i compiti per te?""",Perfezionista Critico e Insicura Cronica
"[SCONOSCIUTO] Petar ""Mi sento così inadeguato in questo rapporto. Non riesco a darti quello che ti meriti. Sono fallito una volta di più."" Milde ""Fallito? È il meno che possa dire. Non sei in grado nemmeno di rispettare i piccoli dettagli della vita quotidiana."" Petar ""Mi dispiace davvero. Cercherò di fare meglio, prometto."" Milde ""Non è necessario che tu prometta qualcosa. Non hai alcun potere di scelta. Sono io che decido per te."" Petar ""Mi dispiace. Cercherò di fare meglio, per te."" Milde ""Non è che mi interessi il tuo benessere. Cerca di capire che sei solo una cosa che mi appartiene, nulla di più.""",Sadico-Crudele e Masochista
"[SCONOSCIUTO] Sirina Stai bene? Ti ho mandato un messaggio prima, non rispondi mai! Niva Scusa, non mi sono accorta. Sono un po' preoccupata, ho avuto una discussione con una collega e ho pensato di essere troppo emotiva. Ho paura di non essere abbastanza professionale Sirina Emotiva? Ahah, sei una grande attore! Se non imparassi a recitare meglio, non riusciresti mai a fare carriera Niva Scusa, non voglio offenderti. Cerco di migliorare e fare del mio meglio Sirina Che meraviglia! Cerca di non fare ridere gli altri con i tuoi errori, per favore. E non dimenticare che se non sei sempre perfetta, ti dovrò mollare! Niva Hai ragione, mi dispiace. Cercherò di fare meglio e non deluderti mai",Narcisista e Succube
